Scenario,Method,Helo ID,Task ID,Node,Flight Time,Service Time,Total Task Time,Completion Time,Benefit,Remaining Load,Remaining Medical,Remaining Personnel,Status
default_nodes_T50_S2,Greedy,3,32,A,4.79157423749955,6.0,10.79157423749955,35.0,0.015370495669980356,300,3,0,Task Executed
default_nodes_T50_S2,Greedy,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,36.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,40.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,3,38,C,8.835226340609273,6.0,14.835226340609273,50.0,0.0021819364239122584,200,0,0,Task Executed
default_nodes_T50_S2,Greedy,4,7,B,9.375,6.0,15.375,52.0,0.009003320053750444,100,3,0,Task Executed
default_nodes_T50_S2,Greedy,1,14,B,0.0,6.0,6.0,46.0,0.0021819364239122584,0,0,0,Task Executed
default_nodes_T50_S2,Greedy,2,12,B,12.5,6.0,18.5,59.0,0.00578100994749992,300,3,0,Task Executed
default_nodes_T50_S2,Greedy,1,Idle,Base,10.0,2.0,12.0,58.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,66.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,4,Idle,Base,9.375,2.0,11.375,64.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,1,39,B,10.0,6.0,16.0,74.0,0.0015171636004248708,100,3,0,Task Executed
default_nodes_T50_S2,Greedy,2,Idle,Base,12.5,2.0,14.5,74.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,4,15,C,11.858541225631424,6.0,17.858541225631424,82.0,0.0007833144559352872,100,3,0,Task Executed
default_nodes_T50_S2,Greedy,3,47,B,10.714285714285714,6.0,16.714285714285715,83.0,0.0005319398715373171,100,3,0,Task Executed
default_nodes_T50_S2,Greedy,1,26,C,4.47213595499958,6.0,10.47213595499958,85.0,6.669614614826688e-05,0,0,0,Task Executed
default_nodes_T50_S2,Greedy,4,Idle,Base,11.858541225631424,2.0,13.858541225631424,96.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,3,34,C,4.79157423749955,6.0,10.79157423749955,94.0,2.4587972425548403e-05,0,0,0,Task Executed
default_nodes_T50_S2,Greedy,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,100.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,110.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Greedy,1,6,C,12.649110640673518,6.0,18.64911064067352,119.0,1.6543444570333278e-06,400,0,3,Task Executed
default_nodes_T50_S2,Greedy,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,134.0,0.0,500,3,3,Idle
default_nodes_T50_S2,Exact-HiGHS,1,1,A,4.47213595499958,6.0,10.47213595499958,11.0,0.02,300,1,2,Task Executed
default_nodes_T50_S2,Exact-HiGHS,3,2,A,4.79157423749955,6.0,10.79157423749955,11.0,0.02,200,2,1,Task Executed
default_nodes_T50_S2,Exact-HiGHS,4,10,A,4.192627457812106,6.0,10.192627457812106,11.0,0.02,200,2,1,Task Executed
default_nodes_T50_S2,Exact-HiGHS,2,50,A,5.5901699437494745,6.0,11.590169943749475,12.0,0.02,200,2,1,Task Executed
